Porto-Velho,566.7330001909899,52.02417569418901,4.372143653023268,27.94910741815274
Vilhena,433.3609988740218,52.8828352415362,1.6543236439310902,22.61541324755689
Ariquemes/Ji-Paraná,840.4720012313962,58.44391801915674,3.076056449798509,22.957234626267212
Rio Branco,431.32000001068195,50.00503111014565,9.346128568126982,43.452909844991744
Acre exceto Rio Branco,482.37800001218164,41.788508058354125,5.258573838577029,58.69160902198103
Manaus,2327.0470000548844,56.156682332283204,11.661480296007712,33.00228582568651
Entorno metropolitano de Manaus,387.53800000478043,49.274216589216,3.639882847396726,62.349479071231514
Vale do Rio Madeira/Nhamunda,544.5588238250214,54.42794509093179,9.02390750679399,54.17842272485345
Vale do Rio Juruá e Rio Negro,584.0339662986585,57.43034459309616,8.379435622412439,62.32630260920056
Vale do Rio Purus,377.5642099304006,51.32879049065448,6.778105842615677,66.61304166493767
Boa Vista,435.29300000806234,61.44147068314013,7.204796007275609,31.539938182553787
Roraima exceto Boa Vista,174.66300001601007,50.319616228278946,4.368307814949158,45.28514670306914
Belem,1519.612000033561,59.38347445366901,9.769531714377896,21.239382165899958
Entorno metropolitano de Belém,853.9320000151403,56.36539739300187,13.719974347796587,32.21970411546493
Foz do Rio Amazonas,3009.987248130434,50.414575365325824,6.611143544478876,54.35650091579857
Sudeste Paraense,1985.742584514009,64.71525981041785,5.522282711990458,27.43147499615195
Baixo do Rio Amazonas,1533.0281675601461,53.96410691251183,6.537472849306101,46.62067698036808
Macapá,540.9060010231385,59.53937712570351,6.6657399881625095,21.26572756797512
Santana,128.16400002044975,51.345699038027185,20.49750098071844,46.203401035122994
Amapa exceto Macapá e Santana,230.65900198365983,43.29970677252202,19.633528849886382,52.77450254275519
Palmas,327.08100001031954,70.34039806843165,5.0357922101612225,13.853980974969526
Norte do Tocantins,666.8557721521014,54.96715647381899,6.94354533702781,35.7490485091408
Centro-Sul do Tocantins,633.0222278825886,59.791625044203826,5.162628612690116,28.685008431090694
São Luís,1128.7890000233579,55.93069671636864,10.386098342289747,34.62209582108808
Entorno metropolitano de São Luís,366.507000004661,41.300413688269536,8.22329065169784,54.807870149442266
Entorno metropolitano de Teresina no Maranhão,173.30400000434994,54.11960533111135,3.2209257677383025,45.290764366743424
Centro-Oeste Maranhense,1301.4327530200233,46.52151849334289,7.686936819073748,55.75599504908811
Leste Maranhense,1682.3498761101762,40.99253364732047,9.465940640528549,61.04938639950962
Centro-Sul Maranhense,1294.1866390950188,53.58405012234743,6.000274039854454,35.99229403094189
Litoral e Baixada Maranhense,1245.7807319381932,38.881441305108666,5.700638208190691,63.820706722055505
Teresina,876.6070000133095,56.87950702705946,6.915086464831527,28.07458523829182
Entorno metropolitano de Teresina no Piauí,191.23500000253014,44.913510054719325,8.208735393134855,47.95554007068631
Centro-Leste do Piauí,783.5788702445379,44.05247677190827,10.351840069385284,51.67092881280918
Baixo Parnaíba do Piauí,906.4913903410292,42.77462173945412,11.816715171959096,52.50258005371547
Alto Parnaíba e Chapadas Sul do Piauí,544.6067394552185,46.52410431693662,11.992922915146385,51.183210092406306
Fortaleza,2726.4540000560946,54.74625771889801,8.668314036228466,36.15054019418718
Entorno metropolitano de Fortaleza,1357.2760000252977,52.91824697117281,8.729804476956275,50.2452445912018
Sul do Ceará,1333.266801758073,45.12039959725029,8.891783504593835,51.7030784732957
Sertões do Ceará,1039.5179006535307,45.38161338183258,6.23536644322041,52.02417657487816
Litoral Ocidental e Norte do Ceará,1987.145357002735,42.76555082867973,9.607016322130862,61.140400490376905
Litoral Oriental e Vale do Rio Jaguaribe,895.6399406865295,48.844229180906495,7.328456614710512,48.858528273718726
Natal,908.6680000187209,49.690029206239366,10.799538842297476,32.01140794240555
Entorno metropolitano de Natal,690.097000010569,50.46844232152317,13.92489970428001,48.71496569104504
Agreste do Rio Grande do Norte,514.1997728850398,37.56191144930871,11.185045464512477,56.2106699713516
Oeste do Rio Grande do Norte,967.248393768358,44.170528087534755,7.661881563335098,45.287578678894434
Central do Rio Grande do Norte,532.0668334180102,49.494959458567955,11.057310417622583,40.86865861097464
João Pessoa,841.5790000152741,56.882626754490815,9.378002931404152,29.373138411033853
Zona da Mata da Paraíba,520.9090000079801,45.737906759496425,13.99572640156193,56.12362477345217
Agreste da Paraíba,605.0270476331393,42.07866931977331,7.733693474667701,53.86791765705821
Borborema e Agreste Central da Paraíba,1203.7364368109677,47.40742997080119,10.31069909611003,49.97030683691023
Sertão da Paraíba,905.9545156085754,44.05092280104314,6.9812424158234325,51.538965436575104
Recife,1675.4840000335796,52.49906853555404,16.130093038693236,37.16219274957095
Entorno metropolitano de Recife,2416.339000038281,46.895256208005875,17.775452495813617,42.05896141639327
Sertão de Pernambuco,1727.8495864913918,43.34263643603727,11.838697018673752,52.36986815479363
Mata de Pernambuco,1387.5258651103986,48.80844813104587,10.850565301748993,48.79782609131679
Agreste de Pernambuco,2519.8315485202147,45.84578089832781,8.879678994556754,55.452547286720716
Maceió,1043.621000018858,55.85156560427341,9.95061212834078,33.07475592097905
Entorno metropolitano de Maceió,250.08400000409014,53.380537961973225,7.544494578949434,38.05641193280392
Litoral Norte e Mata de Alagoas,456.90619217912223,41.107560856494445,8.393479257284175,57.98292133142317
Litoral Sul e Agreste de Alagoas,621.9780303056294,40.96781012832666,11.601352768595051,55.3615782775779
Sertão de Alagoas,1011.7197775565468,43.090507363635275,7.5046873058670345,50.87106399456292
Aracaju,687.4230000142587,54.412506704993305,12.851585319459137,29.7265304584818
