Nome,total (1000 pessoas),Nível de ocupação das pessoas de 14 anos de idade ou mais (%),Taxa de desocupação das pessoas de 14 anos de idade ou mais (%),"Proporção de pessoas com rendimento domiciliar per capita abaixo de US$ 6,85 PPC 2017 (%)",Proporção de pessoas vivendo em domicílios com esgotamento por rede coletora ou pluvial (%),Proporção de pessoas vivendo em domicílios com máquina de lavar roupa (%),Proporção de pessoas vivendo em domicílios com acesso à Internet (%),"Proporção de pessoas de 18 a 29 anos de idade com no mínimo 12 anos de
estudo (%)",Ano
Vale do Rio Juruá e Rio Negro,569.4840080687002,49.89620150020052,7.879004394891888,70.20310953897918,9.065204975211014,44.28522027214774,68.17558537452918,59.58300663544295,2022
Vale do Rio Purus,342.74143938987964,51.59611015177842,12.288869176541978,73.95422083974111,14.79248642932834,31.613926047187494,58.23326648148672,51.996768678479256,2022
Boa Vista,426.39099999959865,59.29015484158255,4.871257349651506,41.50300862825032,69.14486505608707,76.42387968317276,95.81704531816597,77.15009480080204,2022
Roraima exceto Boa Vista,171.4119999994194,46.645539519402455,4.995722114296043,54.15982419701187,23.195507015985836,60.56961007541733,81.6384712051129,61.50680302319595,2022
Belem,1513.0779999996141,54.08836410394995,13.306731756324371,31.516140650134464,66.21299819997262,58.61318027778329,96.24016069495389,77.56205414192,2022
Entorno metropolitano de Belém,844.888000000261,55.16200754144849,16.765636975257134,45.12348619163758,30.403384791149808,50.3288371885172,92.39489128326177,67.28014040878723,2022
Foz do Rio Amazonas,3107.0731099405166,51.960442730280214,9.364246016701223,60.066534317751,4.112899492857702,31.195308343112373,74.21315541251599,50.152161904804096,2022
Sudeste Paraense,1893.8621036076847,64.28643187298485,7.204950250350755,42.22614206557607,10.935486991625561,35.24582251284045,92.62898950986997,59.27324200817581,2022
Baixo do Rio Amazonas,1460.4357864518695,53.04156895690099,5.018575051684755,42.77967015750779,13.581620533105337,45.350545080180076,82.05493503872029,60.60385995133287,2022
Macapá,531.6929999997927,55.14481396126755,11.516218988352117,40.336273745940865,28.759796084979588,83.30307839787214,94.76909964455001,71.90539561517569,2022
Santana,126.4969999998901,50.03579319119624,18.822672666069828,50.28762577904264,3.345313044110276,87.32994866072352,92.86771974175213,76.78391519772174,2022
Amapa exceto Macapá e Santana,226.29999999990005,49.27776964348997,16.252498640385202,63.91175890838061,11.041622188054472,80.1213915233457,80.70371889314121,51.9480101550295,2022
Palmas,320.286999999959,67.77117617667864,5.588616341972782,15.957214096208267,83.28159442171051,77.17822974119719,97.45597801877587,87.3185537706351,2022
Norte do Tocantins,673.1580309740697,51.58962860435537,8.264413376942422,43.004844087136924,28.28483693985681,52.32922371409807,88.47025726971707,69.53504094729084,2022
Centro-Sul do Tocantins,617.1519690253218,56.31250984020782,8.302610118226513,33.48904131370571,27.51301324457642,55.269346847386174,87.6110777779114,69.46942485121818,2022
São Luís,1122.1720000002779,53.10314753257896,13.849974464075094,38.0704691380165,64.04393454837044,58.059229976332304,91.12361262329766,85.48522561924693,2022
Entorno metropolitano de São Luís,363.39999999996064,40.77059416632567,19.51167365236258,68.85257180311444,53.28587320838195,53.50872955253895,91.94977381149647,78.57005451471026,2022
Entorno metropolitano de Teresina no Maranhão,172.2619999999402,47.418813261816865,17.758985178483123,48.92213147888655,48.90492758959224,44.04996170715776,90.57097324956302,69.06746523439026,2022
Centro-Oeste Maranhense,1297.1014290365363,49.24575651145296,7.392300951023028,53.751163432144246,11.127789994268394,21.330504206664852,87.465944197224,59.42741020890155,2022
Leste Maranhense,1648.2074694932146,37.95049407428361,14.662083049217422,65.32047283811477,11.38663071721962,22.915245958118724,80.68311295302054,57.14490387242191,2022
Centro-Sul Maranhense,1374.2295380588878,51.43264226435589,8.072141176884463,48.216401044506476,23.965573540743225,47.32281560807656,87.72202513313356,68.57307488171999,2022
Litoral e Baixada Maranhense,1178.3905634111923,34.320467036401226,8.952005988373312,72.73361161448841,7.851611577780655,20.564034815168625,72.99909168462761,55.86438786369329,2022
Teresina,873.9840000001905,57.89397637023375,9.630104691936497,29.657238137096783,37.2276029183056,64.91716367176888,96.34616678075744,77.00147022810712,2022
Entorno metropolitano de Teresina no Piauí,190.89100000020974,42.72672688048128,11.30417955307771,62.88748360492543,7.81991405223795,31.184008419410823,77.56415682063121,69.10167207392833,2022
Centro-Leste do Piauí,814.3337013378626,45.291051536939655,8.6220392211851,53.51702073907299,7.874839026760678,21.770901563496487,83.25660236671641,56.910487288816384,2022
Baixo Parnaíba do Piauí,857.0188320304384,41.545460972119024,11.638068859592508,56.221513765339786,10.38610896567874,28.09084028787634,86.68548080242242,56.13138359213923,2022
Alto Parnaíba e Chapadas Sul do Piauí,559.5844666319687,49.07618017430961,10.229369263524452,52.17871027480733,10.268757047847926,20.660840358906185,81.28418790409503,56.1908643249174,2022
Fortaleza,2710.904000000372,55.579121735883646,9.148671864182603,36.388059423994704,80.27835789975539,69.07871301080924,95.29104004879096,72.89899377694334,2022
Entorno metropolitano de Fortaleza,1345.3049999999755,51.61057504044608,10.54104142488435,43.508874124361505,49.970778669812184,46.87583224400722,93.23513612541944,77.00691273632769,2022
Sul do Ceará,1323.1382331232242,42.08879976230546,9.277454968984735,59.68348517091132,47.86675029701218,33.74352703402309,83.87318808973806,68.17898292771285,2022
Sertões do Ceará,984.3024739015201,39.59507345329603,8.059278806351127,60.029723814237144,45.649904285188484,32.469580772315965,89.80830200745919,66.14183729923094,2022
Litoral Ocidental e Norte do Ceará,2044.3786269778916,39.15607339337905,10.620211650979384,63.438288601015614,30.47336811374113,32.7054948537062,84.40834954311931,68.36699400135528,2022
Litoral Oriental e Vale do Rio Jaguaribe,881.5056659963875,44.77904182941809,7.965987774352895,51.952935519871666,30.99302431732381,43.380234238031285,88.42749144342164,73.50871769546865,2022
Natal,902.775999999911,54.57416837245549,9.106547006947045,28.799950654665103,50.88523166846782,75.27809386825223,95.87643550648652,72.47211780518396,2022
Entorno metropolitano de Natal,681.2350000000602,50.83949019199022,12.952491193166178,41.56210971939822,13.718522125040282,55.73766930942631,92.69696514410788,58.21464737239696,2022
Agreste do Rio Grande do Norte,490.71960232736,39.106184073657786,11.42250742353621,61.6006052293575,21.395569254910374,33.060485688672145,81.71844368392831,51.403773089240225,2022
Oeste do Rio Grande do Norte,973.4673474665196,41.710240474826676,15.330250607846232,48.75351700443696,35.21636794688448,32.30380182074541,92.8804621365238,63.002644792141524,2022
Central do Rio Grande do Norte,538.7740502061683,45.991028991208935,10.662420760239455,49.00400694797722,46.2747413241668,43.4203224365403,87.11812599489755,62.22502089990607,2022
João Pessoa,833.8370000001695,51.02381691451781,16.321515702673427,43.10586214467488,77.41299641231828,79.73811128122031,96.2926254303188,72.64495438638174,2022
Zona da Mata da Paraíba,517.6570000001998,50.341168363517596,15.680205151970798,51.342500072893415,26.885914777346716,53.267032514997126,88.61694581603064,68.66595949488104,2022
Agreste da Paraíba,638.5001973705611,37.260093887137145,13.062782142156653,63.30491285838679,27.53369194086244,28.116669763496336,85.06234130053589,50.23014457615482,2022
Borborema e Agreste Central da Paraíba,1115.1683605277492,44.32021932128173,10.66288617996041,51.9580471460984,51.62044052010604,30.290618701632194,87.22222755180073,63.258715129258036,2022
Sertão da Paraíba,952.9134421015647,43.241075829872045,7.508302096765753,55.50742646795906,43.420514829375854,21.24606486418799,88.2260712826849,55.33718380867916,2022
Recife,1668.3660000003392,55.61652739181317,15.39176926569871,36.2372322442576,71.52122394051108,65.4375193731794,94.27633420846897,74.77650490002614,2022
Entorno metropolitano de Recife,2401.4469999994753,46.4276255599348,19.344817829740386,50.13009695696989,63.42996151282008,62.402076737799966,93.7126980549188,78.6800474102124,2022
Sertão de Pernambuco,1677.4944367848973,42.82478812494309,11.41809456611367,56.259193577667055,68.87506217043114,29.739758375702163,86.07842201983937,69.16189857025242,2022
Mata de Pernambuco,1440.2849150781424,44.591797924140586,17.31911138009435,56.0158728360333,52.10982095717777,35.456998516956446,88.86589853422873,64.54037232462815,2022
Agreste de Pernambuco,2484.9806481366018,44.30668055147859,14.454213505885688,54.176397050088006,62.56241824605479,38.53578167522406,83.31104321079076,57.44346662912859,2022
Maceió,1037.7739999996295,54.62966828489548,12.98771279831654,42.70403308324927,50.23162814579658,58.920355277255325,95.14550212220362,68.97640433017203,2022
Entorno metropolitano de Maceió,248.69000000004007,52.559922393351954,11.036613698681613,42.10976216546157,62.245934845052396,46.25705148561126,94.15290366766,62.21163448033612,2022
Litoral Norte e Mata de Alagoas,471.0577136801403,39.30546331063438,14.58967838387335,63.393689339559884,46.47428202419362,21.85668996064574,87.12202230307689,51.12170337751682,2022
Litoral Sul e Agreste de Alagoas,602.9530506836808,38.96282004929617,10.515626278833784,62.348066436708194,37.243621890052964,32.50421756268615,85.94015057591294,58.61669164006994,2022
Sertão de Alagoas,1010.922235636377,38.50452730154976,10.268182906129258,59.948700057659416,19.812361863534452,23.56710972533637,86.6647932729104,57.25025985625063,2022
Aracaju,680.1259999996303,56.636498982626875,13.797886152840517,25.0154759390588,87.62427248250808,69.15226813468982,96.01210093180958,77.20886193020333,2022
Entorno metropolitano de Aracaju,314.70899999966065,49.21051783855475,18.38052174006518,45.096099900058,65.89043241848127,53.775878525000174,92.36290357558562,55.241862140385344,2022
Litoral Sul de Sergipe,420.4504667441804,49.56407548961603,10.862269038715397,54.78805152616217,16.921550446321046,37.255371455358315,87.93283205640401,49.845156622823566,2022
Litoral Norte de Sergipe,481.28187414613797,50.445499666330065,13.478734038469609,52.695155068317085,38.77951908878332,32.11609439960268,87.8003648888166,50.045018940251886,2022
Agreste e Sertão de Sergipe,460.9166591099209,46.86274641961594,9.105189578494121,60.716853929508275,30.50825897092122,27.41961223857221,84.06832279845031,36.271825379703174,2022
Salvador,2913.1449999999677,54.73958548704233,16.357312512131607,36.8870913361406,99.31041815477754,73.07694373131403,96.68725224904385,74.01796917863079,2022
Entorno metropolitano de Salvador,1095.2020000000543,47.68332886047904,26.03733019421683,45.64196845277183,75.32431004256628,47.84790842904725,96.730246367307,69.81415743060262,2022
Litoral Sul da Bahia,2150.453179719132,54.40536825515308,11.776996214964898,50.558389425189795,59.149203646223555,37.214393072940894,88.92707257580233,50.28599726874216,2022
Litoral Norte e Recôncavo da Bahia,1226.5375397107262,47.169799438119924,16.06952626338908,54.99042081303259,39.1844593043806,28.474663664005096,88.37973715086683,52.32000232099965,2022
Centro-Norte da Bahia,2552.5405335554324,46.15578381139472,14.530098215712718,59.15324380460792,43.52783991662597,42.04093597727795,89.34397124169789,58.86168246153548,2022
Oeste da Bahia,599.3150713191313,47.87318425818296,10.823892947807789,41.71723556795865,23.508481543636456,35.63808068111002,86.39878696202058,71.07024129480521,2022
Vale do Rio São Francisco,1730.7352920004853,43.108173303459715,14.509075948160127,59.564432516091976,39.51733271918783,26.593424045918198,81.97716665944486,57.13066671662965,2022
Centro-Sul da Bahia,2749.11238369507,50.39584886952812,12.192564141602487,53.224852829599826,42.814409377363276,28.717858202779986,84.22525687952188,57.979293235254076,2022
Belo Horizonte,2538.672000000485,61.0897149165429,10.971295719589689,18.330315456524115,98.59647195987677,89.28600272423617,97.35067598476188,79.7917099000927,2022
Entorno metropolitano de Belo Horizonte,2927.059000000278,60.40563831647739,9.623569848369353,25.823903483851385,92.61093629768408,79.65917895203322,94.43017653080899,65.47560556134566,2022
Colar metropolitano de Belo Horizonte,611.4593446157309,62.43481462914244,7.527877463897806,26.48133618862536,91.47322980691627,84.36034700313283,93.3494532721744,69.6493087314868,2022
Integrada de Brasília em Minas Gerais,111.31800000011,58.19506534280063,9.404985446026041,24.727212700446287,53.26404157614672,67.16196648293341,93.91997212991565,74.57141463695868,2022
Sul de Minas Gerais,2812.6461356379946,58.798728007484115,4.90711428384036,23.96834194547901,77.5550694243264,78.57129889629186,91.83202148186008,70.18031774795104,2022
Triângulo Mineiro,2793.6004339382553,64.6728465055937,7.345447090629659,21.8877836088124,86.24574412736943,80.08588477894216,93.90373319890983,69.71032590781327,2022
Mata de Minas Gerais,2253.9597329333833,56.80665503673907,5.279321591989757,28.957228427039013,77.0537955095601,66.22543985265717,87.47675156151656,64.5454941344673,2022
Norte de Minas Gerais,2605.4877478081858,48.25545842044197,9.823851337011938,46.02374212777985,54.97108815242201,35.377867523174956,88.66136469728146,70.1583408319863,2022
Vale do Rio Doce de Minas Gerais,2255.5005809675354,58.273098375145814,7.0579894295594245,30.381430626804068,78.8269238402779,64.72795484913472,92.80228274852487,68.88295699548272,2022
Central de Minas Gerais,2605.511024099242,62.23450581467413,6.07043829960005,22.411539958171357,80.2072175030162,70.9526507307156,91.74346131946304,67.30035560273403,2022
Vitória,382.5380000001187,57.83613122892184,9.13697022713552,18.290036294301355,99.68515196976792,84.77773684356413,96.22412181767172,83.75431631253431,2022
Entorno metropolitano de Vitória,1676.489000000233,59.151128755692,11.747356447319568,25.938270095921855,85.77074590981024,76.4548484088405,94.54368924652846,72.85220182286272,2022
Sul do Espírito Santo,950.5759167813095,59.36467226320712,5.54726895875674,30.040307629168794,64.31711024940695,74.06445672599064,88.23767155652246,66.66251762361462,2022
Litoral Norte do Espírito Santo,740.578655768368,60.229265815527405,7.096860220284863,26.531849029507505,66.54632313509487,66.55820518445742,92.32839142044733,62.59691008386897,2022
Noroeste do Espírito Santo,397.81442745058916,56.97820655210418,3.353829810061091,26.572541231564525,64.95157201505535,74.99880154949,89.59394526231374,62.828819565298375,2022
Rio de Janeiro,6802.035000000414,55.36597342969219,10.259090490890232,18.78880882020354,97.86353725905374,90.8942545564399,95.94154939662899,81.39576230595551,2022
Arco metropolitano de Duque de Caxias no Rio de Janeiro,1283.991428216563,51.81224283420939,16.535394182970403,32.31593240245803,87.07643650701064,75.81408508718489,91.55350473158454,72.96240506255432,2022
Arco metropolitano de Nova Iguaçu no Rio de Janeiro,2777.6798936899154,46.070299511550864,19.44433049899005,37.38591403984623,90.69376734454995,83.03042410797643,93.10705150735147,74.46107383571113,2022
Arco metropolitano de Niterói/São Gonçalo no Rio de Janeiro,1955.2366780938637,52.17448058457006,14.982257732794613,24.252538678124417,84.31079745866329,85.10988428822827,94.61380504978453,74.70006094644152,2022
Lagos do Rio de Janeiro,884.0367288891905,53.176104060820435,13.659283821085124,24.483340129379396,60.66042420880032,72.88414794471053,92.41322914429247,70.12582760929111,2022
Serrana do Rio de Janeiro,1037.790213742082,53.93189929826441,10.129857210007316,29.767570052648146,81.85717356965557,86.1251759759591,90.59035999862913,64.05282340555272,2022
Norte Rio de Janeiro,1384.2035887220254,48.644090085335556,13.015540485742134,37.405818063259375,70.67379048335717,69.00728794206312,88.10432190342281,61.425939702416805,2022
Vale do Rio Paraíba e Costa Verde do Rio de Janeiro,1430.5354686464675,49.21536272937837,13.685068308120226,29.51717987617285,84.07983680230454,83.4369995690481,93.67570661143165,69.86809069788879,2022
São Paulo,12464.170999999384,60.98607011509585,9.436964511314494,17.485551358918315,96.49915357153715,92.93248858360484,96.6716560193933,85.02556622102898,2022
Entorno metropolitano Oriental de São Paulo,6282.73460696201,58.975937594461136,12.356987326956027,25.846573538697182,90.48192598613404,87.35629144024067,96.74692610854221,84.4269103132506,2022
Entorno metropolitano Ocidental de São Paulo,3450.2543930389834,62.503864232035944,10.30175112613027,21.673017794207066,91.8317249963405,87.7845127976373,96.2893709686515,85.26572126303815,2022
Campinas,3141.3831711547773,62.800621697009326,8.210295878619242,16.381273551351015,96.61920035707422,94.80206636961175,94.62052356055212,84.75219634185389,2022
Baixada Santista,2011.9383430908993,60.4904989281589,9.265333344547555,15.260482076962528,92.23532402175137,93.19088696017664,97.58457130430268,84.20300945884007,2022
Noroeste de São Paulo,4543.735293496791,61.800749604797836,6.230543418899494,20.346831212038992,95.56818023174112,87.11901353318426,94.3484327356433,78.07362676472589,2022
Central de São Paulo,3382.772826160302,59.28506493364831,4.754153985228483,12.666387053993303,92.4813585696604,90.18278249838264,95.29332557862107,79.23392208182855,2022
Sudoeste de São Paulo,3928.046789044787,59.747922510319974,8.454962518286969,22.706783566415105,95.15255417444587,87.48064157421182,94.36755506758246,80.13262738064525,2022
Sudeste de São Paulo,4504.44008443758,60.30187879667895,8.92240042899417,23.898163888735002,88.25464747693903,84.253934021984,93.81491251166204,78.53544770475773,2022
Vale do Rio Paraíba e Litoral Norte de São Paulo,3281.308492614431,60.23284987594843,9.681640149324403,15.408355746610829,88.28510203283457,87.23745656774214,95.0804597429215,83.37306679698327,2022
Curitiba,1978.3640000000048,61.31563980466919,7.768096868814289,12.531340966722276,98.98455924408309,95.57566800485849,96.81370900105634,85.44322373977543,2022
Entorno metropolitano de Curitiba,1733.9210000001538,61.858507943708155,6.692886323577102,23.01485707730018,75.68691126580927,88.70432792502191,92.68123121710914,69.91781205448142,2022
Litoral e Entorno metropolitano de Curitiba,398.7509012399894,56.92246756773626,8.70223614355954,33.893576949858414,79.97250255483613,86.82054796489393,93.41998852888501,73.5742762209424,2022
Oeste do Paraná,1325.7863670530394,64.81093819876152,4.089698106585392,15.746401889989286,66.32786622554825,92.3407997753246,96.49923638049005,75.8058309488027,2022
Centro e Sul Ocidental do Paraná,1206.9747013164977,62.869335022373974,4.104828350057539,23.194831146836616,53.16854312059687,83.77423209594188,92.47487487540168,65.83281011768038,2022
Centro e Sul Oriental do Paraná,1170.158837706272,59.70574003969312,6.8417328914913424,26.144968631886485,69.09116999852044,78.06474438497072,91.8215665629843,60.12086638556308,2022
Norte Central e Norte Pioneiro do Paraná,1871.1344389526246,56.397256788432784,6.592071994099977,21.617548118159874,67.79421777261179,83.13302770144043,90.84247994081517,70.54546255321877,2022
Noroeste do Paraná,1977.1747537319068,62.95036296984971,4.4636794264499615,17.828913901296485,69.64783034982898,91.58171418918367,92.72937599287967,69.35021233654878,2022
Florianópolis,524.044999999869,61.006598272259936,7.2144537702015485,8.52705086547311,72.74619169688097,96.83323634392926,98.08234495691518,86.83926292379003,2022
Entorno metropolitano de Florianópolis,570.9100000001297,62.79434282248828,7.256040850052977,9.691909993346982,58.10312749918952,96.2652194067121,93.4222546579557,70.4790775741823,2022
Colar metropolitano de Florianópolis,187.39619520590983,63.09545884912797,4.012758485994337,8.049974352971407,60.87834524767515,97.38830108374505,89.50035528618767,65.2002767258687,2022
Oeste de Santa Catarina,1075.961922327079,65.93551585658878,3.0496443674229576,14.824840469024638,24.551533547702768,95.19223056193903,92.57179941334073,74.44546429440432,2022
Litoral Norte e Planalto Norte de Santa Catarina,1442.1475166248551,65.88674705251553,3.6891817245235003,13.715356577855793,71.20646258910818,95.75459745678235,93.80972129006612,74.47242858755581,2022
Litoral Sul e Serrana Catarinense,1745.7865213847933,61.42440113486359,2.8542526795388032,15.532969056502358,61.24729593781124,95.43349371202899,93.51445264575418,71.07513386391487,2022
Vale do Itajaí,1864.2688444571393,67.53297475337313,3.1968962909455927,10.987540687433743,69.2318804968945,95.36901026177517,95.16821561833724,67.77703095041612,2022
Porto Alegre,1496.5740000000221,60.897296730349254,7.321055629088267,13.524999260794475,94.26127008249863,93.00946408311987,96.60318433925467,73.21400043499041,2022
Entorno metropolitano de Porto Alegre,2844.891000000122,57.45318907430422,9.320462539839985,17.72572275828076,90.35286752490353,93.06819438564521,95.81339858861283,65.86009230879304,2022
Oeste do Rio Grande do Sul,899.1470535248129,62.14874031296407,5.2417912296486735,18.176862414192364,35.05313107243694,88.47769805758912,92.54202389878655,72.53034523384798,2022
Noroeste do Rio Grande do Sul,1089.846966054463,64.13163409328456,3.84284570572699,12.863464036149267,44.960493572853046,92.5714463245686,92.49975404338275,66.82849794887525,2022
Planalto e Litoral Norte do Rio Grande do Sul,1978.97925082889,65.53373920652601,3.857572456593867,13.1768500706544,65.75249850607938,93.94720833691294,93.54975617452537,64.56581385646119,2022
Depressão Central do Rio Grande do Sul,1390.984771181832,60.14373274463455,4.063482091224256,17.690536365283013,59.240275012585634,88.466699132254,90.67525329882534,65.39787387475927,2022
Campanha e Litoral de Lagunar do Rio Grande do Sul,1789.0079584084908,55.9691655989928,8.09680342470552,23.13585718312324,66.69127733757563,84.55414241156676,92.15233537718707,63.95793307734002,2022
Campo Grande,925.702999999806,61.43179200083263,6.212404542420387,17.752438731883014,77.45975174507446,81.88438626840362,97.17070910561297,77.25058649742755,2022
Pantanal de Mato Grosso do Sul,362.7996947053905,60.965138754356055,4.218721763453977,30.060038568262776,46.322996847985515,72.43795553340831,93.90214517563135,57.14662352897026,2022
Sul de Mato Grosso do Sul,909.1414341412044,62.29604929299091,4.389128957385151,19.779698901315392,50.14219166833406,85.62353912378124,91.51401669163371,63.89479650018237,2022
Nordeste de Mato Grosso do Sul,598.8588711533514,64.53482386507719,4.107329052754821,23.699308511054344,44.61284897480979,80.32523765707778,93.87974199660412,55.56452650472682,2022
Cuiabá,627.5839999997792,62.133603462456804,4.4960728436469415,23.1175307448583,60.72336853475327,83.70095543530117,92.60349573564886,73.10012490241708,2022
Entorno metropolitano de Cuiabá,326.2260000000703,59.46222983335276,6.21838724707928,29.927347226057698,38.71308163615404,85.37222899739005,95.13185083287229,64.32557438799458,2022
Colar metropolitano de Cuiabá,132.65321784879023,50.47365053934534,2.7847259822700474,35.74597211738315,11.176966263203612,94.77111365660643,89.83769427812908,67.90145467464612,2022
Sudoeste do Mato Grosso,537.7069644747096,59.938227550864525,4.189467510868033,19.461147068263788,18.30082110350033,87.59139903470742,92.54314735912122,67.20115181983931,2022
Leste do Mato Grosso,809.9839180378602,61.442114402624696,4.27750066686173,23.60528933105728,49.10254949079991,82.98398043980379,93.63628120365456,69.82649528211496,2022
Norte do Mato Grosso,1117.4968996394357,66.87484684284355,3.0124189440393976,17.640823259030615,25.694087853267597,85.3901737849732,96.18282694370157,63.29922256583204,2022
Goiânia,1574.7929999998398,60.876675307956354,6.302677292721174,14.680169096548733,84.15875163306532,87.67203506793757,94.90629470035728,80.18211766980248,2022
Entorno metropolitano de Goiânia,1152.7220000004327,64.33445856875349,7.087566779799513,27.263257518590173,47.00029972080261,83.99317961914794,96.03545152502835,74.33478870867428,2022
Integrada de Brasília em Goiás,1351.44200000037,59.11898768149627,14.777769597672348,34.65004537387644,47.82328732750474,71.10473634519941,96.21672170619617,67.66233682160905,2022
Norte de Goiás,497.51988894163026,54.63426470823251,5.377058415452998,31.216118543936467,29.866296093449478,70.3983456035451,86.15254279774422,69.94625711391556,2022
Sul de Goiás,1522.607851117179,64.34995090715655,4.2240187786264,16.434669532221637,76.32830282732819,81.21601843076569,94.46917791077092,72.69548790704921,2022
Centro-Oeste de Goiás,1200.5812599405076,62.26055841870318,7.553602997336415,19.672770595526647,50.44425259315253,81.36345065693682,91.90688694383255,72.21264014917551,2022
Distrito Federal,3130.0139999998396,61.93293160196971,11.316759564501536,17.058289160097083,89.20927203024745,86.37961762127671,97.62569671324297,82.58163646350562,2022
,212650.32342440516,52.1186762000355,14.004699947233354,36.68675608851267,...,...,...,71.0649770824952,2021
Porto-Velho,548.2830016688016,52.88568605327341,15.069771791652418,41.77499295291492,...,...,...,67.91314899426605,2021
Vilhena,402.66577338881933,55.26080446250351,5.832238548646416,32.865628998308566,...,...,...,65.2940343724635,2021
Ariquemes/Ji-Paraná,853.5942298720913,54.663052225801955,7.279949386837836,40.52585845545453,...,...,...,62.14712452054111,2021
Rio Branco,419.452000824938,48.80207423114544,19.565737745068816,47.7591500092617,...,...,...,78.31711696808482,2021
Acre exceto Rio Branco,470.37700123590133,43.83402024531637,12.349196819205227,59.663298005678875,...,...,...,56.18861355436342,2021
Manaus,2255.9030035742317,53.80089831177757,18.668173590344864,45.98175616770723,...,...,...,76.89968030158558,2021
Entorno metropolitano de Manaus,376.0810008324994,49.007754282869406,15.88453671940161,74.91144303960091,...,...,...,66.67262384480514,2021
Vale do Rio Madeira/Nhamunda,588.2117551290393,53.22853036946577,9.924770917820315,73.28599750337236,...,...,...,63.89791204868427,2021
Vale do Rio Juruá e Rio Negro,527.7029163243112,52.56848737118514,6.270922929349189,69.26844447572968,...,...,...,62.089272500552184,2021
Vale do Rio Purus,355.62133131070044,53.98565565813743,11.297919876677076,78.90090296491691,...,...,...,57.228672369462195,2021
Boa Vista,414.81800099344997,54.055851013288276,14.27505071084233,53.016207169177825,...,...,...,71.19569018164633,2021
Roraima exceto Boa Vista,167.18400037167967,45.081593643368144,12.370183418588004,67.10862970493015,...,...,...,61.59279437667791,2021
Belem,1506.420002418492,50.399743297479205,15.646299731747867,40.39576823512054,...,...,...,77.32102727542473,2021
Entorno metropolitano de Belém,835.6690015691023,54.22727683669562,19.945233169782966,52.16600091894062,...,...,...,61.17837232282675,2021
Foz do Rio Amazonas,3121.404322663413,48.23092251247554,11.121189198666219,68.20107053998717,...,...,...,53.39961045051103,2021
Sudeste Paraense,1779.9926114369518,52.62420648771269,11.767313897257976,43.76295813423164,...,...,...,63.31556819919067,2021
Baixo do Rio Amazonas,1491.2860823461078,49.6301773660674,11.028236877058935,58.000563841318176,...,...,...,65.05431657124032,2021
Macapá,522.3570023695993,55.633030056808835,11.974773005585257,44.92469042950545,...,...,...,69.95372700845618,2021
Santana,124.80800114044004,39.50849997118929,22.171460557629196,68.77820932610568,...,...,...,81.43302300833913,2021
Amapa exceto Macapá e Santana,221.8850003696803,39.419830051169626,18.018248350353414,78.78806501171819,...,...,...,59.094768660911356,2021
Palmas,313.349001639021,57.547171449232316,12.814132649283916,34.67949202679644,...,...,...,72.49481018199474,2021
Norte do Tocantins,665.2364901922991,51.926364599088856,14.381127382043088,44.48969508938899,...,...,...,63.476165243843695,2021
Centro-Sul do Tocantins,615.3175135644688,51.189140790625366,14.613444660894231,45.2164594153273,...,...,...,75.45014377155206,2021
São Luís,1115.379001845214,51.58709750684746,17.410746927262547,44.80704645601366,...,...,...,82.45744488252737,2021
Entorno metropolitano de São Luís,360.21400096035086,39.80870381077361,32.589813863007734,64.58105835473523,...,...,...,69.42066872002047,2021
Entorno metropolitano de Teresina no Maranhão,171.1930003393601,46.262199377636904,23.810141830847535,69.26453906550147,...,...,...,69.85457549311687,2021
Centro-Oeste Maranhense,1260.7064255154928,42.54174869386651,8.741151003278341,67.54126161343704,...,...,...,60.20801144443825,2021
Leste Maranhense,1587.3639965948782,34.44199327341088,16.820398346678893,74.24586752353098,...,...,...,61.51548901033968,2021
Centro-Sul Maranhense,1354.8026303404426,45.30690892620452,15.08252669389368,57.44165466265091,...,...,...,65.86476024454234,2021
Litoral e Baixada Maranhense,1268.5549590122912,25.84333796800389,25.420118347957636,79.74025292479533,...,...,...,55.3652373953004,2021
Teresina,871.1260014410312,54.405719510449146,13.537829725557222,35.6455731091193,...,...,...,87.85836315591949,2021
Entorno metropolitano de Teresina no Piauí,190.51400032408998,40.218238876245294,23.506647938955282,54.73957740705916,...,...,...,67.21216453849586,2021
Centro-Leste do Piauí,778.6468616799374,42.864357061052026,11.534145355774635,60.00149196763364,...,...,...,65.46752869029888,2021
Baixo Parnaíba do Piauí,902.5368793446188,46.57295161485297,11.918513391204435,55.348418546226185,...,...,...,55.82747117952328,2021
Alto Parnaíba e Chapadas Sul do Piauí,545.6802635370391,48.50497852522928,11.89569947743807,58.923554332511564,...,...,...,63.25282715405546,2021
Fortaleza,2694.749004173246,52.76338206358355,14.310482174138716,38.49722747767978,...,...,...,76.11122658705783,2021
Entorno metropolitano de Fortaleza,1332.868002855997,48.08124909885646,16.39828435970825,51.424521419362335,...,...,...,69.96754426333018,2021
Sul do Ceará,1389.7944825827763,41.63671795299738,15.137370297198029,64.78169747514629,...,...,...,66.07023238821864,2021
Sertões do Ceará,1004.1501600709755,37.23294599291912,12.899008589733507,66.76100339473163,...,...,...,60.58802016012044,2021
Litoral Ocidental e Norte do Ceará,1900.8004168623042,40.335908708569555,13.922674962148832,64.90747403312196,...,...,...,69.61411948795124,2021
